Runda,Data,N1,N2,N3,N4,N5,N6,,,,,,,
Tragerea #2019,2021-05-09,40,31,24,14,3,47,,,,,,,
Tragerea #2020,2021-05-13,12,40,7,10,6,41,,,,,,,
Tragerea #2021,2021-05-16,3,36,9,41,11,24,,,,,,,
Tragerea #2022,2021-05-20,46,27,7,19,6,38,,,,,,,
Tragerea #2023,2021-05-23,35,17,39,7,24,21,,,,,,,
Tragerea #2024,2021-05-27,30,40,41,14,23,43,,,,,,,
Tragerea #2025,2021-05-30,22,7,32,29,37,1,,,,,,,
Tragerea #2026,2021-06-03,17,38,6,33,28,49,,,,,,,
Tragerea #2027,2021-06-06,21,36,2,28,6,34,,,,,,,
Tragerea #2028,2021-06-10,15,20,13,49,35,46,,,,,,,
Tragerea #2029,2021-06-13,37,25,5,38,30,10,,,,,,,
Tragerea #2030,2021-06-17,11,26,16,27,24,44,,,,,,,
Tragerea #2031,2021-06-20,39,45,30,34,38,4,,,,,,,
Tragerea #2032,2021-06-24,38,44,28,23,5,18,,,,,,,
Tragerea #2033,2021-06-27,23,27,25,11,18,22,,,,,,,
Tragerea #2034,2021-07-01,38,36,22,17,31,49,,,,,,,
Tragerea #2035,2021-07-04,16,27,42,18,46,24,,,,,,,
Tragerea #2036,2021-07-08,33,5,10,7,14,26,,,,,,,
Tragerea #2037,2021-07-11,36,42,49,37,26,16,,,,,,,
Tragerea #2038,2021-07-15,8,9,28,36,23,47,,,,,,,
Tragerea #2039,2021-07-18,35,45,19,2,41,12,,,,,,,
Tragerea #2040,2021-07-22,1,42,47,11,10,21,,,,,,,
Tragerea #2041,2021-07-25,25,22,20,27,48,42,,,,,,,
Tragerea #2042,2021-07-29,23,48,20,26,6,38,,,,,,,
Tragerea #2043,2021-08-01,5,33,13,11,35,46,,,,,,,
Tragerea #2044,2021-08-05,23,41,28,35,30,25,,,,,,,
Tragerea #2045,2021-08-08,4,7,25,36,20,14,,,,,,,
Tragerea #2046,2021-08-12,25,42,10,28,5,3,,,,,,,
Tragerea #2047,2021-08-15,18,46,39,26,10,34,,,,,,,
Tragerea #2048,2021-08-19,40,38,5,25,7,13,,,,,,,
Tragerea #2049,2021-08-22,34,48,4,46,7,24,,,,,,,
Tragerea #2050,2021-08-26,49,1,8,48,3,38,,,,,,,
Tragerea #2051,2021-08-29,17,36,32,27,19,5,,,,,,,
Tragerea #2052,2021-09-02,16,7,18,42,19,36,,,,,,,
Tragerea #2053,2021-09-05,46,8,25,19,37,41,,,,,,,
Tragerea #2054,2021-09-09,47,36,13,19,49,38,,,,,,,
Tragerea #2055,2021-09-12,41,49,34,12,14,45,,,,,,,
Tragerea #2056,2021-09-12,7,48,27,33,21,14,,,,,,,
Tragerea #2057,2021-09-16,9,12,25,13,32,40,,,,,,,
Tragerea #2058,2021-09-19,8,12,19,6,11,10,,,,,,,
Tragerea #2059,2021-09-23,30,40,13,1,48,3,,,,,,,
Tragerea #2060,2021-09-26,16,33,11,6,32,35,,,,,,,
Tragerea #2061,2021-09-30,8,5,24,16,23,36,,,,,,,
Tragerea #2062,2021-10-03,45,3,35,20,21,32,,,,,,,
Tragerea #2063,2021-10-07,10,6,30,2,17,1,,,,,,,
Tragerea #2064,2021-10-10,48,32,7,27,12,42,,,,,,,
Tragerea #2065,2021-10-14,38,13,33,27,2,39,,,,,,,
Tragerea #2066,2021-10-17,13,24,11,10,6,18,,,,,,,
Tragerea #2067,2021-10-21,25,21,24,4,8,2,,,,,,,
Tragerea #2068,2021-10-24,33,5,12,27,16,24,,,,,,,
Tragerea #2069,2021-10-28,25,4,1,7,35,20,,,,,,,
Tragerea #2070,2021-10-31,6,29,49,9,39,27,,,,,,,
Tragerea #2071,2021-11-04,28,44,24,1,38,4,,,,,,,
Tragerea #2072,2021-11-07,19,8,14,48,37,40,,,,,,,
Tragerea #2073,2021-11-11,39,22,46,30,9,33,,,,,,,
Tragerea #2074,2021-11-14,1,38,34,22,45,13,,,,,,,
Tragerea #2075,2021-11-18,33,22,27,37,21,35,,,,,,,
Tragerea #2076,2021-11-21,15,1,14,20,28,29,,,,,,,
Tragerea #2077,2021-11-25,35,9,6,27,5,33,,,,,,,
Tragerea #2078,2021-11-28,12,17,31,29,27,48,,,,,,,
Tragerea #2079,2021-12-05,16,10,15,18,40,4,,,,,,,
Tragerea #2080,2021-12-05,14,40,23,28,47,12,,,,,,,
Tragerea #2081,2021-12-09,25,28,2,14,4,43,,,,,,,
Tragerea #2082,2021-12-12,39,14,24,44,20,37,,,,,,,
Tragerea #2083,2021-12-16,3,28,39,27,5,7,,,,,,,
Tragerea #2084,2021-12-19,15,19,13,3,44,5,,,,,,,
Tragerea #2085,2021-12-24,2,17,15,12,14,23,,,,,,,
Tragerea #2086,2021-12-31,37,27,43,4,38,39,,,,,,,
Tragerea #2087,2021-12-31,41,9,5,45,34,1,,,,,,,
Tragerea #2088,2022-01-06,44,36,29,25,34,14,,,,,,,
Tragerea #2089,2022-01-09,7,26,5,48,49,25,,,,,,,
Tragerea #2090,2022-01-13,29,12,23,42,27,10,,,,,,,
Tragerea #2091,2022-01-16,13,42,40,14,37,23,,,,,,,
Tragerea #2092,2022-01-20,46,28,48,7,3,14,,,,,,,
Tragerea #2093,2022-01-23,46,29,3,33,40,26,,,,,,,
Tragerea #2094,2022-01-27,46,3,18,16,48,32,,,,,,,
Tragerea #2095,2022-01-30,40,12,29,16,48,47,,,,,,,
Tragerea #2096,2022-02-03,21,41,1,26,7,29,,,,,,,
Tragerea #2097,2022-02-06,49,33,23,16,10,7,,,,,,,
Tragerea #2098,2022-02-10,41,13,27,48,23,29,,,,,,,
Tragerea #2099,2022-02-13,32,3,7,40,37,14,,,,,,,
Tragerea #2100,2022-02-17,45,12,26,11,44,37,,,,,,,
Tragerea #2101,2022-02-20,46,20,37,25,32,8,,,,,,,
Tragerea #2102,2022-02-27,49,24,47,18,40,10,,,,,,,
Tragerea #2103,2022-03-03,44,38,10,11,24,21,,,,,,,
Tragerea #2104,2022-03-06,19,42,41,18,34,28,,,,,,,
Tragerea #2105,2022-03-06,10,8,6,4,42,48,,,,,,,
Tragerea #2106,2022-03-10,42,24,16,48,5,4,,,,,,,
Tragerea #2107,2022-03-13,18,17,28,39,15,43,,,,,,,
Tragerea #2108,2022-03-17,8,2,32,9,39,6,,,,,,,
Tragerea #2109,2022-03-20,7,2,13,19,46,24,,,,,,,
Tragerea #2110,2022-03-24,46,38,39,22,3,5,,,,,,,
Tragerea #2111,2022-03-27,7,31,9,13,8,3,,,,,,,
Tragerea #2112,2022-03-31,8,40,30,35,18,7,,,,,,,
Tragerea #2113,2022-04-03,25,20,11,49,34,27,,,,,,,
Tragerea #2114,2022-04-07,49,8,48,5,11,19,,,,,,,
Tragerea #2115,2022-04-10,40,33,36,35,43,4,,,,,,,
Tragerea #2116,2022-04-14,10,12,27,49,15,21,,,,,,,
Tragerea #2117,2022-04-17,20,16,13,35,25,19,,,,,,,
Tragerea #2118,2022-04-23,30,24,23,29,41,18,,,,,,,
Tragerea #2119,2022-04-23,5,37,35,3,31,49,,,,,,,
Tragerea #2120,2022-04-28,2,43,26,16,38,32,,,,,,,
Tragerea #2121,2022-05-01,10,29,37,49,26,42,,,,,,,
Tragerea #2122,2022-05-05,12,36,34,38,41,40,,,,,,,
Tragerea #2123,2022-05-08,22,8,27,3,41,11,,,,,,,
Tragerea #2124,2022-05-12,25,10,8,44,23,28,,,,,,,
Tragerea #2125,2022-05-15,45,6,24,5,39,44,,,,,,,
Tragerea #2126,2022-05-19,6,11,32,17,15,7,,,,,,,
Tragerea #2127,2022-05-22,47,34,38,9,39,30,,,,,,,
Tragerea #2128,2022-05-26,22,32,33,41,44,19,,,,,,,
Tragerea #2129,2022-05-29,26,10,20,41,16,13,,,,,,,
Tragerea #2130,2022-06-02,7,39,31,12,25,35,,,,,,,
Tragerea #2131,2022-06-05,15,23,18,34,11,41,,,,,,,
Tragerea #2132,2022-06-09,6,39,42,5,34,13,,,,,,,
Tragerea #2133,2022-06-12,36,13,19,37,27,38,,,,,,,
Tragerea #2134,2022-06-16,36,24,21,22,31,35,,,,,,,
Tragerea #2135,2022-06-19,28,26,9,2,48,5,,,,,,,
Tragerea #2136,2022-06-23,28,42,8,1,25,46,,,,,,,
Tragerea #2137,2022-06-26,35,33,27,10,46,43,,,,,,,
Tragerea #2138,2022-06-30,10,43,9,20,21,44,,,,,,,
Tragerea #2139,2022-07-03,42,44,19,28,26,13,,,,,,,
Tragerea #2140,2022-07-07,22,40,10,7,14,11,,,,,,,
Tragerea #2141,2022-07-10,1,23,18,49,42,29,,,,,,,
Tragerea #2142,2022-07-14,32,17,7,48,46,27,,,,,,,
Tragerea #2143,2022-07-17,17,8,27,38,29,25,,,,,,,
Tragerea #2144,2022-07-21,10,24,6,3,8,14,,,,,,,
Tragerea #2145,2022-07-24,39,35,38,10,4,43,,,,,,,
Tragerea #2146,2022-07-28,17,48,40,23,36,2,,,,,,,
Tragerea #2147,2022-07-31,21,38,26,24,12,20,,,,,,,
Tragerea #2148,2022-08-04,18,40,5,46,49,23,,,,,,,
Tragerea #2149,2022-08-07,9,32,17,6,41,11,,,,,,,
Tragerea #2150,2022-08-11,10,28,6,30,11,33,,,,,,,
Tragerea #2151,2022-08-14,20,4,25,23,26,34,,,,,,,
Tragerea #2152,2022-08-18,16,35,37,27,5,18,,,,,,,
Tragerea #2153,2022-08-21,2,12,27,15,16,9,,,,,,,
Tragerea #2154,2022-08-25,48,39,21,27,30,9,,,,,,,
Tragerea #2155,2022-08-28,39,31,24,38,3,43,,,,,,,
Tragerea #2156,2022-09-01,14,43,10,45,30,6,,,,,,,
Tragerea #2157,2022-09-04,47,31,8,36,26,27,,,,,,,
Tragerea #2158,2022-09-08,44,48,21,10,27,17,,,,,,,
Tragerea #2159,2022-09-11,19,18,31,10,5,17,,,,,,,
Tragerea #2160,2022-09-11,48,2,16,33,45,41,,,,,,,
Tragerea #2161,2022-09-15,45,49,12,40,10,41,,,,,,,
Tragerea #2162,2022-09-18,21,41,31,14,2,43,,,,,,,
Tragerea #2163,2022-09-22,13,35,18,28,10,47,,,,,,,
Tragerea #2164,2022-09-25,31,20,9,25,15,2,,,,,,,
Tragerea #2165,2022-09-29,7,18,22,30,33,12,,,,,,,
Tragerea #2166,2022-10-02,36,6,29,10,20,23,,,,,,,
Tragerea #2167,2022-10-06,25,27,9,13,37,7,,,,,,,
Tragerea #2168,2022-10-09,5,18,49,34,31,40,,,,,,,
Tragerea #2169,2022-10-13,22,40,45,5,20,44,,,,,,,
Tragerea #2170,2022-10-16,16,22,18,32,48,1,,,,,,,
Tragerea #2171,2022-10-20,6,41,47,15,2,24,,,,,,,
Tragerea #2172,2022-10-23,24,38,18,6,25,2,,,,,,,
Tragerea #2173,2022-10-27,16,30,2,9,25,1,,,,,,,
Tragerea #2174,2022-10-30,13,21,17,9,42,43,,,,,,,
Tragerea #2175,2022-11-03,30,12,25,10,1,37,,,,,,,
Tragerea #2176,2022-11-06,40,29,2,10,18,37,,,,,,,
Tragerea #2177,2022-11-10,31,3,24,12,23,7,,,,,,,
Tragerea #2178,2022-11-13,44,10,2,6,31,23,,,,,,,
Tragerea #2179,2022-11-17,18,11,29,36,10,35,,,,,,,
Tragerea #2180,2022-11-20,47,45,40,1,30,24,,,,,,,
Tragerea #2181,2022-11-24,17,25,32,29,18,49,,,,,,,
Tragerea #2182,2022-11-27,19,33,39,18,30,26,,,,,,,
Tragerea #2183,2022-12-04,36,27,23,14,38,43,,,,,,,
Tragerea #2184,2022-12-08,24,29,38,5,25,35,,,,,,,
Tragerea #2185,2022-12-11,45,8,12,41,35,30,,,,,,,
Tragerea #2186,2022-12-15,33,39,46,4,26,8,,,,,,,
Tragerea #2187,2022-12-18,3,21,40,26,16,15,,,,,,,
Tragerea #2188,2022-12-24,39,41,28,1,45,4,,,,,,,
Tragerea #2189,2022-12-31,13,4,35,19,10,7,,,,,,,
Tragerea #2190,2022-12-31,40,22,13,4,42,9,,,,,,,
Tragerea #2191,2023-01-05,23,35,40,6,14,16,,,,,,,
Tragerea #2192,2023-01-08,42,37,2,24,16,6,,,,,,,
Tragerea #2193,2023-01-12,6,2,4,7,12,39,,,,,,,
Tragerea #2194,2023-01-15,21,9,31,18,41,16,,,,,,,
Tragerea #2195,2023-01-19,47,30,44,39,3,31,,,,,,,
Tragerea #2196,2023-01-22,41,23,20,37,36,43,,,,,,,
Tragerea #2197,2023-01-26,49,42,34,28,11,37,,,,,,,
Tragerea #2198,2023-01-29,9,19,25,2,39,38,,,,,,,
Tragerea #2199,2023-02-02,10,45,33,29,25,44,,,,,,,
Tragerea #2200,2023-02-09,23,8,19,11,31,33,,,,,,,
Tragerea #2201,2023-02-09,17,29,44,49,30,26,,,,,,,
Tragerea #2202,2023-02-12,36,14,40,19,15,28,,,,,,,
Tragerea #2203,2023-02-16,14,43,7,40,37,36,,,,,,,
Tragerea #2204,2023-02-19,41,46,28,24,26,47,,,,,,,
Tragerea #2205,2023-02-23,13,44,12,45,6,2,,,,,,,
Tragerea #2206,2023-02-26,4,9,21,35,7,32,,,,,,,
Tragerea #2207,2023-03-02,48,33,5,45,29,49,,,,,,,
Tragerea #2208,2023-03-05,18,44,15,40,30,12,,,,,,,
Tragerea #2209,2023-03-09,22,47,34,29,10,9,,,,,,,
Tragerea #2210,2023-03-12,30,21,43,8,23,7,,,,,,,
Tragerea #2211,2023-03-12,8,3,10,5,25,2,,,,,,,
Tragerea #2212,2023-03-16,29,3,27,33,38,31,,,,,,,
Tragerea #2213,2023-03-19,21,5,13,10,47,36,,,,,,,
Tragerea #2214,2023-03-23,35,24,10,48,28,40,,,,,,,
Tragerea #2215,2023-03-26,21,33,36,14,2,35,,,,,,,
Tragerea #2216,2023-03-30,16,48,25,21,24,20,,,,,,,
Tragerea #2217,2023-04-02,5,16,12,36,32,1,,,,,,,
Tragerea #2218,2023-04-06,4,31,38,2,22,12,,,,,,,
Tragerea #2219,2023-04-09,13,19,42,27,46,25,,,,,,,
Tragerea #2220,2023-04-15,48,39,27,4,26,21,,,,,,,
Tragerea #2221,2023-04-15,14,26,12,5,4,7,,,,,,,
Tragerea #2222,2023-04-20,32,12,6,9,42,48,,,,,,,
Tragerea #2223,2023-04-23,6,45,38,44,39,10,,,,,,,
Tragerea #2224,2023-04-27,5,7,13,22,2,36,,,,,,,
Tragerea #2225,2023-04-30,49,22,33,13,28,30,,,,,,,
Tragerea #2226,2023-05-04,27,47,48,7,21,41,,,,,,,
Tragerea #2227,2023-05-07,1,41,36,8,32,20,,,,,,,
Tragerea #2228,2023-05-11,5,1,24,48,33,41,,,,,,,
Tragerea #2229,2023-05-14,41,31,38,18,49,32,,,,,,,
Tragerea #2230,2023-05-18,36,37,17,29,13,34,,,,,,,
Tragerea #2231,2023-05-21,42,49,47,39,41,17,,,,,,,
Tragerea #2232,2023-05-25,26,47,32,3,44,15,,,,,,,
Tragerea #2233,2023-05-28,5,19,29,4,32,17,,,,,,,
Tragerea #2234,2023-06-01,6,41,33,17,2,13,,,,,,,
Tragerea #2235,2023-06-04,24,42,2,20,46,26,,,,,,,
Tragerea #2236,2023-06-08,21,48,44,28,25,8,,,,,,,
Tragerea #2237,2023-06-11,49,35,20,40,41,24,,,,,,,
Tragerea #2238,2023-06-15,8,21,3,37,38,46,,,,,,,
Tragerea #2239,2023-06-18,30,44,49,40,33,24,,,,,,,
Tragerea #2240,2023-06-22,6,49,48,44,26,27,,,,,,,
Tragerea #2241,2023-06-25,38,17,36,37,44,25,,,,,,,
Tragerea #2242,2023-06-29,2,12,22,39,6,24,,,,,,,
Tragerea #2243,2023-07-02,28,36,18,40,6,39,,,,,,,
Tragerea #2244,2023-07-06,44,32,30,39,13,35,,,,,,,
Tragerea #2245,2023-07-09,29,5,24,27,16,14,,,,,,,
Tragerea #2246,2023-07-13,37,44,6,32,31,38,,,,,,,
Tragerea #2247,2023-07-16,38,10,26,36,13,23,,,,,,,
Tragerea #2248,2023-07-20,3,20,18,9,46,47,,,,,,,
Tragerea #2249,2023-07-23,36,31,9,18,4,10,,,,,,,
Tragerea #2250,2023-07-27,26,24,49,1,6,22,,,,,,,
Tragerea #2251,2023-07-30,31,27,6,19,35,29,,,,,,,
Tragerea #2252,2023-08-03,15,21,10,47,4,38,,,,,,,
Tragerea #2253,2023-08-06,36,10,14,6,20,11,,,,,,,
Tragerea #2254,2023-08-10,25,11,27,17,33,26,,,,,,,
Tragerea #2255,2023-08-13,14,30,1,10,2,15,,,,,,,
Tragerea #2256,2023-08-17,39,43,29,20,32,30,,,,,,,
Tragerea #2257,2023-08-20,22,28,37,39,12,34,,,,,,,
Tragerea #2258,2023-08-24,42,37,12,49,35,6,,,,,,,
Tragerea #2259,2023-08-27,29,7,6,4,39,20,,,,,,,
Tragerea #2260,2023-08-31,31,41,39,15,17,47,,,,,,,
Tragerea #2261,2023-09-03,32,47,21,40,13,6,,,,,,,
Tragerea #2262,2023-09-07,37,18,27,20,31,26,,,,,,,
Tragerea #2263,2023-09-10,31,34,49,30,4,39,,,,,,,
Tragerea #2264,2023-09-14,15,8,42,7,24,21,,,,,,,
Tragerea #2265,2023-09-17,30,45,15,35,33,41,,,,,,,
Tragerea #2266,2023-09-17,17,39,7,29,18,42,,,,,,,
Tragerea #2267,2023-09-21,37,46,32,4,9,43,,,,,,,
Tragerea #2268,2023-09-24,14,13,19,47,5,48,,,,,,,
Tragerea #2269,2023-09-28,1,41,13,45,17,24,,,,,,,
Tragerea #2270,2023-10-01,41,16,29,37,26,6,,,,,,,
Tragerea #2271,2023-10-05,20,25,47,3,13,38,,,,,,,
Tragerea #2272,2023-10-08,14,16,6,27,26,37,,,,,,,
Tragerea #2273,2023-10-12,17,33,45,26,40,4,,,,,,,
Tragerea #2274,2023-10-15,20,38,3,48,35,21,,,,,,,
Tragerea #2275,2023-10-19,23,31,15,3,1,40,,,,,,,
Tragerea #2276,2023-10-22,32,6,14,7,40,45,,,,,,,
Tragerea #2277,2023-10-26,23,36,49,30,20,4,,,,,,,
Tragerea #2278,2023-10-29,32,9,44,24,46,1,,,,,,,
Tragerea #2279,2023-11-02,40,25,31,23,18,14,,,,,,,
Tragerea #2280,2023-11-05,5,37,17,46,26,30,,,,,,,
Tragerea #2281,2023-11-09,40,3,8,2,38,25,,,,,,,
Tragerea #2282,2023-11-12,26,18,27,41,42,28,,,,,,,
Tragerea #2283,2023-11-16,46,44,38,13,23,31,,,,,,,
Tragerea #2284,2023-11-19,14,28,18,17,22,3,,,,,,,
Tragerea #2285,2023-11-23,33,4,45,43,18,8,,,,,,,
Tragerea #2286,2023-11-26,20,21,49,10,5,43,,,,,,,
Tragerea #2287,2023-12-03,16,35,46,29,36,24,,,,,,,
Tragerea #2288,2023-12-03,4,7,44,2,46,45,,,,,,,
Tragerea #2289,2023-12-07,2,24,1,47,17,41,,,,,,,
Tragerea #2290,2023-12-10,44,45,16,34,13,32,,,,,,,
Tragerea #2291,2023-12-14,12,2,40,37,9,39,,,,,,,
Tragerea #2292,2023-12-17,9,11,48,25,45,16,,,,,,,
Tragerea #2293,2023-12-21,41,36,14,28,27,47,,,,,,,
Tragerea #2294,2023-12-24,20,22,23,18,35,5,,,,,,,
Tragerea #2295,2023-12-31,37,8,4,19,31,20,,,,,,,
Tragerea #2296,2023-12-31,3,40,16,46,44,33,,,,,,,
Tragerea #2297,2024-01-04,2,29,31,13,49,34,,,,,,,
Tragerea #2298,2024-01-07,15,34,46,31,45,26,,,,,,,
Tragerea #2299,2024-01-11,2,33,13,18,15,14,,,,,,,
Tragerea #2300,2024-01-14,17,9,31,43,25,24,,,,,,,
Tragerea #2301,2024-01-18,22,12,25,42,32,39,,,,,,,
Tragerea #2302,2024-01-21,14,34,4,39,47,31,,,,,,,
Tragerea #2303,2024-01-25,24,34,36,6,39,41,,,,,,,
Tragerea #2304,2024-01-28,27,11,49,47,28,26,,,,,,,
Tragerea #2305,2024-02-01,30,8,19,2,6,35,,,,,,,
Tragerea #2306,2024-02-04,28,7,2,5,11,20,,,,,,,
Tragerea #2307,2024-02-08,15,28,16,11,47,9,,,,,,,
Tragerea #2308,2024-02-11,22,30,36,48,35,13,,,,,,,
Tragerea #2309,2024-02-15,9,1,22,29,8,46,,,,,,,
Tragerea #2310,2024-02-18,32,7,33,48,15,5,,,,,,,
Tragerea #2311,2024-02-22,23,27,40,45,30,6,,,,,,,
Tragerea #2312,2024-02-25,39,1,14,48,10,26,,,,,,,
Tragerea #2313,2024-02-29,20,38,15,11,17,16,,,,,,,
Tragerea #2314,2024-03-03,41,48,15,5,44,47,,,,,,,
Tragerea #2315,2024-03-07,8,36,26,34,33,4,,,,,,,
Tragerea #2316,2024-03-10,39,8,31,9,20,24,,,,,,,
Tragerea #2317,2024-03-10,10,4,3,12,1,39,,,,,,,
Tragerea #2318,2024-03-14,38,1,45,10,22,46,,,,,,,
Tragerea #2319,2024-03-17,18,29,44,39,10,14,,,,,,,
Tragerea #2320,2024-03-21,6,1,4,26,16,8,,,,,,,
Tragerea #2321,2024-03-24,28,29,18,3,37,47,,,,,,,
Tragerea #2322,2024-03-28,15,33,17,44,1,46,,,,,,,
Tragerea #2323,2024-03-31,43,31,21,44,1,24,,,,,,,
Tragerea #2324,2024-04-04,2,16,10,4,15,49,,,,,,,
Tragerea #2325,2024-04-07,49,6,1,7,20,40,,,,,,,
Tragerea #2326,2024-04-11,31,13,15,23,25,42,,,,,,,
Tragerea #2327,2024-04-14,33,7,25,48,40,10,,,,,,,
Tragerea #2328,2024-04-18,27,12,41,10,21,18,,,,,,,
Tragerea #2329,2024-04-21,47,17,28,29,26,40,,,,,,,
Tragerea #2330,2024-04-25,18,21,8,2,19,1,,,,,,,
Tragerea #2331,2024-04-28,12,1,15,19,37,35,,,,,,,
Tragerea #2332,2024-05-04,3,25,34,39,20,30,,,,,,,
Tragerea #2333,2024-05-04,16,6,13,44,18,19,,,,,,,
Tragerea #2334,2024-05-09,19,43,41,46,35,40,,,,,,,
Tragerea #2335,2024-05-12,20,49,33,26,24,14,,,,,,,
Tragerea #2336,2024-05-16,24,22,43,26,16,37,,,,,,,
Tragerea #2337,2024-05-19,39,22,34,46,24,19,,,,,,,
Tragerea #2338,2024-05-23,12,26,31,24,20,36,,,,,,,
Tragerea #2339,2024-05-26,45,12,15,8,32,16,,,,,,,
Tragerea #2340,2024-05-30,18,14,10,39,31,29,,,,,,,
Tragerea #2341,2024-06-02,21,42,45,48,13,11,,,,,,,
Tragerea #2342,2024-06-06,35,37,33,1,6,12,,,,,,,
Tragerea #2343,2024-06-09,38,49,41,26,33,27,,,,,,,
Tragerea #2344,2024-06-13,28,15,41,14,23,31,,,,,,,
Tragerea #2345,2024-06-16,32,44,12,25,38,19,,,,,,,
Tragerea #2346,2024-06-20,3,35,6,42,46,23,,,,,,,
Tragerea #2347,2024-06-23,41,39,47,6,30,44,,,,,,,
Tragerea #2348,2024-06-27,49,9,40,38,18,39,,,,,,,
Tragerea #2349,2024-06-30,15,46,45,23,12,24,,,,,,,
Tragerea #2350,2024-07-04,41,20,43,2,25,47,,,,,,,
Tragerea #2351,2024-07-07,27,10,24,1,35,17,,,,,,,
Tragerea #2352,2024-07-11,43,7,42,10,30,17,,,,,,,
Tragerea #2353,2024-07-14,46,14,30,34,44,4,,,,,,,
Tragerea #2354,2024-07-18,15,38,29,43,8,10,,,,,,,
Tragerea #2355,2024-07-21,26,27,44,22,4,17,,,,,,,
Tragerea #2356,2024-07-25,42,19,7,16,33,4,,,,,,,
Tragerea #2357,2024-07-28,17,6,46,48,41,43,,,,,,,
Tragerea #2358,2024-08-01,40,22,31,2,42,3,,,,,,,
Tragerea #2359,2024-08-04,9,32,21,8,20,36,,,,,,,
Tragerea #2360,2024-08-08,35,1,28,16,23,37,,,,,,,
Tragerea #2361,2024-08-11,2,35,34,38,25,9,,,,,,,
Tragerea #2362,2024-08-15,20,16,47,14,37,4,,,,,,,
Tragerea #2363,2024-08-18,48,25,15,17,24,34,,,,,,,
Tragerea #2364,2024-08-22,21,40,37,9,2,5,,,,,,,
Tragerea #2365,2024-08-25,40,44,34,1,42,45,,,,,,,
Tragerea #2366,2024-08-29,19,6,21,26,20,40,,,,,,,
Tragerea #2367,2024-09-01,38,41,5,9,39,34,,,,,,,
Tragerea #2368,2024-09-05,34,17,26,25,4,7,,,,,,,
Tragerea #2369,2024-09-08,45,39,29,9,28,37,,,,,,,
Tragerea #2370,2024-09-12,20,46,6,42,32,35,,,,,,,
Tragerea #2371,2024-09-15,38,6,16,14,3,29,,,,,,,
Tragerea #2372,2024-09-15,2,15,17,16,46,6,,,,,,,
Tragerea #2373,2024-09-19,13,36,47,5,25,33,,,,,,,
Tragerea #2374,2024-09-22,22,46,17,15,28,23,,,,,,,
Tragerea #2375,2024-09-26,32,15,1,39,41,40,,,,,,,
Tragerea #2376,2024-09-29,47,2,16,7,46,22,,,,,,,
Tragerea #2377,2024-10-03,4,7,34,6,40,12,,,,,,,
Tragerea #2378,2024-10-06,31,5,30,4,22,26,,,,,,,
Tragerea #2379,2024-10-10,3,1,25,14,38,22,,,,,,,
Tragerea #2380,2024-10-13,13,18,22,30,1,10,,,,,,,
Tragerea #2381,2024-10-17,18,41,17,39,46,8,,,,,,,
Tragerea #2382,2024-10-20,35,1,24,34,33,46,,,,,,,
Tragerea #2383,2024-10-24,13,21,19,11,26,12,,,,,,,
Tragerea #2384,2024-10-27,19,18,8,40,17,32,,,,,,,
Tragerea #2385,2024-10-31,36,45,38,30,18,31,,,,,,,
Tragerea #2386,2024-11-03,8,21,19,20,42,18,,,,,,,
Tragerea #2387,2024-11-07,47,31,5,18,39,25,,,,,,,
Tragerea #2388,2024-11-10,6,4,17,39,26,7,,,,,,,
Tragerea #2389,2024-11-14,11,21,18,30,10,24,,,,,,,
Tragerea #2390,2024-11-17,40,15,37,22,16,7,,,,,,,
Tragerea #2391,2024-11-21,26,8,21,20,40,22,,,,,,,
Tragerea #2392,2024-11-24,28,20,39,38,42,11,,,,,,,
Tragerea #2393,2024-11-28,41,35,25,24,6,31,,,,,,,
Tragerea #2394,2024-12-01,36,27,16,46,23,32,,,,,,,
Tragerea #2395,2024-12-01,7,15,26,37,34,19,,,,,,,
Tragerea #2396,2024-12-05,16,15,6,14,4,23,,,,,,,
Tragerea #2397,2024-12-08,5,49,37,40,2,44,,,,,,,
Tragerea #2398,2024-12-12,31,20,9,23,28,10,,,,,,,
Tragerea #2399,2024-12-15,43,21,25,47,17,49,,,,,,,
Tragerea #2400,2024-12-19,13,25,18,39,19,41,,,,,,,
Tragerea #2401,2024-12-22,25,46,49,35,31,19,,,,,,,
Tragerea #2402,2024-12-31,27,5,49,19,7,14,,,,,,,
Tragerea #2403,2024-12-31,9,40,46,29,32,23,,,,,,,
Tragerea #2404,2025-01-05,44,42,5,6,40,13,,,,,,,
Tragerea #2405,2025-01-09,43,29,24,46,14,11,,,,,,,
Tragerea #2406,2025-01-12,46,42,27,5,23,18,,,,,,,
Tragerea #2407,2025-01-16,23,22,3,7,19,6,,,,,,,
Tragerea #2408,2025-01-19,23,48,16,32,6,35,,,,,,,
Tragerea #2409,2025-01-23,47,45,23,21,32,28,,,,,,,
Tragerea #2410,2025-01-27,25,49,28,33,23,43,,,,,,,
Tragerea #2411,2025-01-30,44,36,4,45,48,12,,,,,,,
Tragerea #2412,2025-02-02,28,22,21,31,9,25,,,,,,,
Tragerea #2413,2025-02-06,29,35,9,4,45,40,,,,,,,
Tragerea #2414,2025-02-09,44,48,22,12,30,6,,,,,,,
Tragerea #2415,2025-02-13,16,15,33,40,11,25,,,,,,,
Tragerea #2416,2025-02-16,17,43,13,35,5,19,,,,,,,
Tragerea #2417,2025-02-20,19,8,16,29,39,32,,,,,,,
